,dateBefore,population_size,state_population_size,severityScore,severityMax,pctStateAffected,interventionFootprint,State
7,2020-05-11,4903185,19612740,4.0,4.0,1.0,1.0,Alabama
0,2020-03-13,6137428,239359692,3.900000000000002,3.900000000000002,1.0000000000000002,0.1,Missouri
1,2020-03-19,6137428,239359692,15.600000000000009,15.600000000000009,1.0000000000000002,0.4,Missouri
2,2020-03-22,6137428,239359692,18.000000000000004,18.000000000000004,1.0,0.4850403784777597,Missouri
3,2020-03-24,6137428,239359692,20.39999999999999,20.39999999999999,1.0,0.5641134364427576,Missouri
4,2020-03-25,6137428,239359692,22.79999999999998,22.79999999999998,1.0,0.5984674687833406,Missouri
5,2020-03-26,6137428,239359692,25.79999999999997,25.79999999999997,1.0,0.6249250663307171,Missouri
6,2020-03-27,6137428,239359692,26.39999999999997,26.39999999999997,1.0,0.6258068689359778,Missouri
7,2020-03-28,6137428,239359692,27.599999999999973,27.599999999999973,1.0000000000000002,0.6345077775250481,Missouri
8,2020-03-29,6137428,239359692,28.199999999999974,28.199999999999974,1.0,0.6402769368536788,Missouri
9,2020-03-30,6137428,239359692,29.99999999999998,29.99999999999998,1.0,0.6434003950840647,Missouri
10,2020-03-31,6137428,239359692,31.19999999999998,31.19999999999998,1.0,0.6480356266501213,Missouri
11,2020-04-01,6137428,239359692,33.59999999999999,33.59999999999999,1.0,0.6575409112742341,Missouri
12,2020-04-02,6137428,239359692,34.79999999999999,34.79999999999999,1.0,0.6655213226126645,Missouri
13,2020-04-03,6137428,239359692,36.599999999999994,36.599999999999994,1.0,0.6745886387587765,Missouri
14,2020-04-04,6137428,239359692,37.8,37.8,1.0,0.6803411787478403,Missouri
15,2020-04-05,6137428,239359692,38.4,38.4,1.0,0.6821303972934591,Missouri
16,2020-04-06,6137428,239359692,39.0,39.0,1.0,1.0,Missouri
17,2020-05-03,6137428,239359692,39.0,39.0,1.0,1.0,Missouri
0,2020-03-14,2976149,20833043,0.7,0.7,1.0,0.1,Mississippi
1,2020-03-21,2976149,20833043,1.6000000000000005,1.6000000000000005,1.0,0.10721324772382029,Mississippi
2,2020-03-22,2976149,20833043,3.4000000000000004,3.4000000000000004,1.0,0.12618427370403834,Mississippi
3,2020-03-24,2976149,20833043,4.8999999999999995,4.8999999999999995,1.0,0.3213141210335907,Mississippi
4,2020-03-31,2976149,20833043,6.3,6.3,1.0,0.3475275263436071,Mississippi
5,2020-04-01,2976149,20833043,7.0,7.0,1.0,1.0,Mississippi
6,2020-04-27,2976149,20833043,7.0,7.0,1.0,1.0,Mississippi
7,2020-05-07,2976149,20833043,7.0,7.0,1.0,1.0,Mississippi
0,2020-03-09,12671821,12671821,0.1,0.1,1.0,0.1,Illinois
1,2020-03-15,12671821,12671821,0.6,0.6,1.0,0.6,Illinois
2,2020-03-16,12671821,12671821,0.6,0.6,1.0,0.6,Illinois
3,2020-03-17,12671821,12671821,0.6,0.6,1.0,0.6,Illinois
4,2020-03-21,12671821,12671821,1.0,1.0,1.0,1.0,Illinois
5,2020-05-01,12671821,12671821,1.0,1.0,1.0,1.0,Illinois
0,2020-03-04,39512223,592683345,1.5000000000000002,1.5000000000000002,1.0,0.1,California
1,2020-03-12,39512223,592683345,4.499999999999999,4.499999999999999,1.0,0.29999999999999993,California
2,2020-03-13,39512223,592683345,5.599999999999999,5.599999999999999,0.9999999999999999,0.32659068562151006,California
3,2020-03-17,39512223,592683345,9.500000000000004,9.500000000000004,1.0,0.43611978247844974,California
4,2020-03-19,39512223,592683345,15.0,15.0,1.0,1.0,California
5,2020-05-12,39512223,592683345,15.0,15.0,1.0,1.0,California
0,2020-03-11,3017804,15089020,0.5,0.5,1.0,0.1,Arkansas
1,2020-03-12,3017804,15089020,1.7000000000000002,1.7000000000000002,1.0,0.1595900528993931,Arkansas
2,2020-03-17,3017804,15089020,2.0,2.0,1.0,0.4,Arkansas
3,2020-03-19,3017804,15089020,3.0,3.0,1.0,0.6,Arkansas
4,2020-05-04,3017804,15089020,4.0,4.0,1.0,0.8,Arkansas
5,2020-05-11,3017804,15089020,4.0,4.0,1.0,0.8,Arkansas
6,2020-05-18,3017804,15089020,4.0,4.0,1.0,0.8,Arkansas
0,2020-03-06,6732219,6732219,0.1,0.1,1.0,0.1,Indiana
1,2020-03-16,6732219,6732219,0.6,0.6,1.0,0.6,Indiana
2,2020-03-19,6732219,6732219,0.6,0.6,1.0,0.6,Indiana
3,2020-03-25,6732219,6732219,1.0,1.0,1.0,1.0,Indiana
4,2020-05-04,6732219,6732219,1.0,1.0,1.0,1.0,Indiana
5,2020-05-11,6732219,6732219,1.0,1.0,1.0,1.0,Indiana
6,2020-05-18,6732219,6732219,1.0,1.0,1.0,1.0,Indiana
0,2020-03-09,3155070,3155070,0.1,0.1,1.0,0.1,Iowa
1,2020-03-15,3155070,3155070,0.4,0.4,1.0,0.4,Iowa
2,2020-05-01,4732605,6310140,1.2000000000000002,1.2000000000000002,1.5,0.8,Iowa
3,2020-05-08,3155070,3155070,0.8,0.8,1.0,0.8,Iowa
0,2020-03-12,8535519,8535519,0.1,0.1,1.0,0.1,Virginia
1,2020-03-17,8535519,8535519,0.3,0.3,1.0,0.3,Virginia
2,2020-03-23,8535519,8535519,0.4,0.4,1.0,0.4,Virginia
3,2020-03-30,8535519,8535519,1.0,1.0,1.0,1.0,Virginia
4,2020-05-01,8535519,8535519,1.0,1.0,1.0,1.0,Virginia
5,2020-05-15,8535519,8535519,1.0,1.0,1.0,1.0,Virginia
0,2020-03-13,3205958,12823832,1.6,1.6,1.0,0.4,Utah
1,2020-03-27,3205958,12823832,2.8,2.8,1.0,0.44542841796430277,Utah
2,2020-04-01,3205958,12823832,3.4,3.4,1.0,0.5119572371191388,Utah
3,2020-05-01,3205958,12823832,3.4,3.4,1.0,0.5119572371191388,Utah
4,2020-05-16,3205958,12823832,3.4,3.4,1.0,0.5119572371191388,Utah
0,2020-03-14,1792147,1792147,0.4,0.4,1.0,0.4,West Virginia
1,2020-03-16,1792147,1792147,0.4,0.4,1.0,0.4,West Virginia
2,2020-03-23,1792147,1792147,1.0,1.0,1.0,1.0,West Virginia
3,2020-04-30,1792147,1792147,1.0,1.0,1.0,1.0,West Virginia
4,2020-05-04,1792147,1792147,1.0,1.0,1.0,1.0,West Virginia
