country_id,country_name,date,Coverage,K-12 School Closure,Non-essential Businesses Closure,Gathering Limitations,Banning Gatherings of a Certain Size,Public information campaigns,Shelter-in-place Order,Close public transport,Travel Restrictions,State of Emergency Declaration,Note
ABW,Aruba,03-16-2020,General,Require closing all levels,,,,,,,,,"Schools are closed starting Monday, March 16 till April 20, 2020. This measure applies to schools, daycare centers, and all organizations that are in charge of the education and care of our children. After this date the situation will be evaluated. See letter of the Minister of Education. Retrieved from: /web/2020406202340/https://www.overheid.aw/news/news_47033/item/crisis-measures-by-the-government-of-aruba-in-connection-with-coronavirus-covid-19_48509.html"
ABW,Aruba,03-21-2020,General,,require closing (or work from home) for some sectors or categories of workers,,,,,,,,"""ORANJESTAD - The Police Department of Aruba has announced that they will be enforcing the curfew that starts on Saturday 21 of March 2020 at 9:00 pm. Some exceptions require being outside during the curfew, like security personnel, hotel employers, waste management, etc. but they have to send an official company letter by email to cmo@crisis.aw requesting an exemption.  Retrieved from:  /web/2020406203242/https://www.overheid.aw/news/news_47033/item/police-of-aruba-aruba-under-curfew_48686.html"
ABW,Aruba,03-29-2020,General,,require closing (or work from home) all-butessential workplaces,,,,,,,,"Starting March 29, 2020, a Shelter in Place is into effect for the entire population, as announced in the AB2020No.43. This means that you are not allowed to leave the house, only for necessary things, such as buying food, going to the pharmacy, exercising or getting gas. The measures apply to non-essential groups and non-essential businesses/activities (souvenirs stores, flea markets, shopping malls, outlets, delivery only for restaurants). Source: https://web.archive.org/web/2020421134930/https://www.overheid.aw/news/official-gazettes_47036/item/ab2020no43_48829.html"
ABW,Aruba,03-29-2020,General,,,Require cancelling,,,,,,,"Starting March 29, 2020, a Shelter in Place is into effect for the entire population along with the ongoing curfew. All public events have been cancelled initially till 31 March, then till 19 April. The night curfew and shelter in Place have been extended till 28 April on 17 April.  Sources: https://web.archive.org/web/2020402180605/https://www.overheid.aw/news/news_47033/item/crisis-measures-by-the-government-of-aruba-in-connection-with-coronavirus-covid-19_48509.html  https://web.archive.org/web/2020427122713/https://www.worldaware.com/covid-19-alert-aruba-extends-shelter-place-order-nightly-curfew-through-april-28"
ABW,Aruba,01-01-2020,,,,,No restrictions,,,,,,
ABW,Aruba,03-29-2020,General,,,,Restrictions on gatherings of less than 10 people,,,,,,"Starting March 29, 2020, a Shelter in Place is into effect for the entire population along with the ongoing curfew. A ban on gathering (loitering) has also been issued, in particular the prohibition of group formation in public space by 4 or more people, with the exception of families living under the same roof. The night curfew and shelter in Place have been extended till 28 April on 17 April.  Sources: https://web.archive.org/web/2020402180605/https://www.overheid.aw/news/news_47033/item/crisis-measures-by-the-government-of-aruba-in-connection-with-coronavirus-covid-19_48509.html  https://web.archive.org/web/2020427122713/https://www.worldaware.com/covid-19-alert-aruba-extends-shelter-place-order-nightly-curfew-through-april-28"
ABW,Aruba,05-02-2020,General,,,,,Require closing (or prohibit most citizens from using it),,,,,"On May 2nd,  The Ministry of the Cabinet Office ended “Shelter in Place” as the government announced phase one. A physical Distancing and Closure Schedule has been handed out and has already been posted on the internet, in addition to the new regulations which will govern this shelter in place period.     During phase one: “Limited public transportation is set to resume next week, and the schedule will be advised in the current days by the Minister of Transport”.    See Bermuda COVID 19 website, archived: https://web.archive.org/web/2020505092304/https://www.gov.bm/articles/covid19-update-0  "
ABW,Aruba,03-21-2020,General,,,,,,recommend not leaving house,,,,"Mandatory curfew between 9pm and 6am everyday came into effect on Saturday March 21. It was initially announced till 31 March. People were not allowed to leave home during the curfew hours, and advised to stay home during normal hours.  Source: https://web.archive.org/web/2020427124642/https://www.visitaruba.com/news/general/corona-virus-and-travel-to-aruba/"
ABW,Aruba,03-29-2020,General,,,,,,require not leaving house with exceptions for daily exercise/ grocery shopping/ and ‘essential’ trips,,,,"Starting March 29, 2020, a Shelter in Place is into effect for the entire population along with the ongoing curfew. Individuals are not allowed to leave the house, except only for necessary things, such as buying food, going to the pharmacy, exercising or getting gas.   . The night curfew and shelter in Place have been extended till 28 April on 17 April.  Sources: https://web.archive.org/web/2020402180605/https://www.overheid.aw/news/news_47033/item/crisis-measures-by-the-government-of-aruba-in-connection-with-coronavirus-covid-19_48509.html  https://web.archive.org/web/2020427122713/https://www.worldaware.com/covid-19-alert-aruba-extends-shelter-place-order-nightly-curfew-through-april-28"
ABW,Aruba,04-10-2020,General,,,,,,Require not leaving house with minimal exceptions,,,,"On 10th April (Good Friday), 12th April (Easter Sunday) and 13th April (Easter Monday) shelter in place rules were stricter. People were strictly allowed to leave homes for health reasons. The ban on gatherings (on foot or in a vehicle) of 4 or more persons will be extended to include families (except while at home under the same roof). The only valid reasons for leaving one’s home will be to visit a doctor; to go to the pharmacy and for food services. All establishments will be closed on these days except for gas stations (open from 7am to 7pm), pharmacies, food delivery/takeout/drive-thru services (11am to 7pm). On 11th April and from 14th April, previous shelter in place rules reverted to the previous status.  Source: https://web.archive.org/web/2020427124642/https://www.visitaruba.com/news/general/corona-virus-and-travel-to-aruba/"
ABW,Aruba,04-11-2020,General,,,,,,require not leaving house with exceptions for daily exercise/ grocery shopping/ and ‘essential’ trips,,,,"On 10th April (Good Friday), 12th April (Easter Sunday) and 13th April (Easter Monday) shelter in place rules were stricter. People were strictly allowed to leave homes for health reasons. The ban on gatherings (on foot or in a vehicle) of 4 or more persons will be extended to include families (except while at home under the same roof). The only valid reasons for leaving one’s home will be to visit a doctor; to go to the pharmacy and for food services. All establishments will be closed on these days except for gas stations (open from 7am to 7pm), pharmacies, food delivery/takeout/drive-thru services (11am to 7pm). On 11th April and from 14th April, previous shelter in place rules reverted to the previous status. Source: https://web.archive.org/web/2020427124642/https://www.visitaruba.com/news/general/corona-virus-and-travel-to-aruba/"
ABW,Aruba,04-12-2020,General,,,,,,Require not leaving house with minimal exceptions,,,,"On 10th April (Good Friday), 12th April (Easter Sunday) and 13th April (Easter Monday) shelter in place rules were stricter. People were strictly allowed to leave homes for health reasons. The ban on gatherings (on foot or in a vehicle) of 4 or more persons will be extended to include families (except while at home under the same roof). The only valid reasons for leaving one’s home will be to visit a doctor; to go to the pharmacy and for food services. All establishments will be closed on these days except for gas stations (open from 7am to 7pm), pharmacies, food delivery/takeout/drive-thru services (11am to 7pm). On 11th April and from 14th April, previous shelter in place rules reverted to the previous status.  Source: https://web.archive.org/web/2020427124642/https://www.visitaruba.com/news/general/corona-virus-and-travel-to-aruba/"
ABW,Aruba,04-14-2020,General,,,,,,require not leaving house with exceptions for daily exercise/ grocery shopping/ and ‘essential’ trips,,,,"14th April, previous shelter in place rules reverted to the previous status. Source: https://web.archive.org/web/2020427124642/https://www.visitaruba.com/news/general/corona-virus-and-travel-to-aruba/"
ABW,Aruba,03-29-2020,General,,,,,,,Require closing (or prohibit most people from using it),,,"Starting March 29, 2020, a Shelter in Place is into effect for the entire population along with the ongoing curfew. Individuals are not allowed to leave the house, except only for necessary things, such as buying food, going to the pharmacy, exercising or getting gas.   . The night curfew and shelter in Place have been extended till 28 April on 17 April.  Sources: https://web.archive.org/web/2020402180605/https://www.overheid.aw/news/news_47033/item/crisis-measures-by-the-government-of-aruba-in-connection-with-coronavirus-covid-19_48509.html  https://web.archive.org/web/2020427122713/https://www.worldaware.com/covid-19-alert-aruba-extends-shelter-place-order-nightly-curfew-through-april-28"
ABW,Aruba,03-15-2020,,,,,,,,,Ban on high-risk regions,,"""Two days after the government of Aruba confirmed its first two positive COVID-19 cases on March 13, officials announced a complete “lockdown” for all international incoming passengers starting on March 17 until March 31. Aruba’s Prime Minister Evelyn Wever-Croes has extended the deadline to April 20."" Source: https://web.archive.org/web/2020421140731/https://www.northwestgeorgianews.com/associated_press/latin-america-caribbean-yet-to-hit-coronavirus-surge-most-are-tightening-measures/article_8cacbefa-1dcf-5efc-bf73-776d6d63f40e.html"
ABW,Aruba,04-18-2020,,,,,,,,,Total border closure,,"The ban on inbound flights will be extended until May 31, 2020, as announced by Prime Minister Mr. Evelyn Wever-Croes on April 20, 2020. Residents of Aruba who are stuck abroad (due to the border closure) can send an email to RegresoAruba@crisis.aw.    Source: https://web.archive.org/web/2020426220013/https://www.overheid.aw/news/news_47033/item/crisis-measures-by-the-government-of-aruba-in-connection-with-coronavirus-covid-19_48509.html    Starting Saturday, March 21st, the Government of Aruba has decided that the Aruban borders will be closed for entry. Nobody can enter the country. This restriction counts for residents of Aruba as well. Only empty flights can come in to pick up passengers leaving Aruba to take them to their destination.    https://web.archive.org/web/2020426192922/https://www.arubacovid19.org/ddg"
ABW,Aruba,04-20-2020,,,,,,,,,Ban on high-risk regions,,"On 20 April 2020, Prime Minister Mr. Evelyn Wever-Croes announced the ban on inbound flights will be extended until May 31, 2020. See Aruba Government Portal, archived: https://web.archive.org/web/2020501073400/http://www.gobierno.aw/news/news_47033/item/crisis-measures-by-the-government-of-aruba-in-connection-with-coronavirus-covid-19_48509.html"
AFG,Afghanistan,03-14-2020,General,Require closing all levels,,,,,,,,,"  On March 14, 2020, the Afghan government announced closure of schools for a month. Academic year in most of the country beings on March 21st. As of now, the schools will not start the new academic year until April 21, 2020: https://web.archive.org/web/2020402185825/http://www.afghanistantimes.af/afghanistan-shuts-schools-bans-public-events-amid-coronavirus-fears/"
AFG,Afghanistan,03-24-2020,Targeted,,require closing (or work from home) all-butessential workplaces,,,,,,,,"""The authorities in the eastern Afghan region of Nangarhar have decided to shut down Jalalabad, which is the provincial capital and one of the largest cities in the country, due to COVID-19 fears.""    https://web.archive.org/web/2020506162603/https://www.urdupoint.com/en/world/afghan-authorities-close-eastern-city-of-jala-873131.html"
AFG,Afghanistan,03-01-2020,Targeted,,,Require cancelling,,,,,,,All public gatherings in Herat were banned until further notice. https://web.archive.org/web/2020401190252/https://reliefweb.int/sites/reliefweb.int/files/resources/2020309-sitrep-covid-19.pdf 
AFG,Afghanistan,03-18-2020,General,,,Require cancelling,,,,,,,"The Afghan Ministry of Interior (MoI) on Wednesday called for closure of venues that attract large crowds including entertainment places, sports grounds, swimming pools, fitness clubs and wedding halls to slow the spread of the coronavirus – COVID-Link .   KABUL: Afghanistan announced Saturday that new measures will be taken to protect citizens from coronavirus outbreak; schools will be closed for a month, New Year festival and all sports events will be cancelled to help contain the novel coronavirus that is spreading across the world  https://web.archive.org/web/2020501095245/https://tolonews.com/health/moi-puts-ban-public-gatherings-over-coronavirus  https://web.archive.org/web/2020501095854/http://www.afghanistantimes.af/afghanistan-shuts-schools-bans-public-events-amid-coronavirus-fears/  "
AFG,Afghanistan,01-01-2020,,,,,No restrictions,,,,,,
AFG,Afghanistan,04-05-2020,General,,,,Restrictions on gatherings of less than 10 people,,,,,,"The Ulema's high commission for fighting the coronavirus on Sunday imposed a ban on all religious, political and cultural gatherings until the full eradication of COVID-19 in the country in an attempt to slow the spread of the virus in Afghanistan.  The funeral of a person who dies of the coronavirus should be carried out in accordance with special measures, and with a few close relatives. This also comes as at least 500 mosques were closed in Herat late last week in an attempt by the Ministry of Hajj and Religious Affairs to slow the spread of the coronavirus in the province. Sunni mosques largely stayed open until April 5, when the Ulema High Commission established to prevent the spread of COVID-19 issued a fatwa to close the mosques and the Ministry of Hajj and Religious Affairs joined in announcing new restrictions. Prior to the April 5 decision, some mullahs were encouraging people to gather in mosques and pray for a cure. The ministry of public health asked the people to respect the day-time curfew rule and stay in their homes.  https://web.archive.org/web/2020501101104/https://gandhara.rferl.org/a/in-afghanistan-muslim-call-to-prayer-now-carries-stay-at-home-message/30542023.html  https://web.archive.org/web/2020501102039/https://tolonews.com/health/afghan-clerics-ban-religious-political-gatherings-amid-covid-19  https://web.archive.org/web/2020501102534/http://www.afghanistantimes.af/amid-virus-clerics-issue-fatwa-again-religious-political-gatherings/  https://web.archive.org/web/2020501103414/https://smallwarsjournal.com/jrnl/art/coronavirus-afghanistan-opportunity-build-trust-taliban  "
AFG,Afghanistan,03-28-2020,Targeted,,,,,Require closing (or prohibit most citizens from using it),,,,,"Speaking at a press conference on Friday, Kabul governor Mohammad Yaqub Haidari said, “All buses should stop movements in the city. All stores, except grocery stores, should remain closed."" https://web.archive.org/web/2020408230905/https://tolonews.com/health/coronavirus-cases-reach-110-afghanistan  The MoPH website, however, has guidelines in local languages for disseminating information re COVID-19 (aka public awareness campaigns) at public bus stations: https://moph.gov.af/sites/default/files/2020-04/8-%20??????%20????%20???????%20???%20??%20??.pdf and archived link: https://web.archive.org/web/2020408231411/https://moph.gov.af/sites/default/files/2020-04/8-%20%D8%B1%D9%87%D9%86%D9%85%D9%88%D8%AF%20%D8%A8%D8%B1%D8%A7%DB%8C%20%D8%A7%DB%8C%D8%B3%D8%AA%DA%AF%D8%A7%D9%87%20%D9%87%D8%A7%DB%8C%20%D8%A8%D8%B3%20%D9%87%D8%A7.pdf "
AFG,Afghanistan,03-25-2020,Targeted,,,,,,require not leaving house with exceptions for daily exercise/ grocery shopping/ and ‘essential’ trips,,,,"25th March On Wednesday, authorities placed Herat, Zaranj (capital of Nimroz province) and Farah (capital of Farah province) under daytime curfews requiring people to stay home unless for essential journeys. https://web.archive.org/web/2020426091954/https://www.aljazeera.com/news/2020/03/coronavirus-herat-emerges-afghanistan-epicentre-200325032420910.html  https://web.archive.org/web/2020401190252/https://reliefweb.int/sites/reliefweb.int/files/resources/2020309-sitrep-covid-19.pdf   /web/2020426092444/https://www.aljazeera.com/news/2020/04/afghans-brace-covid-19-outbreak-200415055726150.html  /web/2020426092605/https://www.aljazeera.com/news/2020/04/coronavirus-outbreak-fears-afghanistan-influx-iran-200406111308646.html  "
